Date,Description,Amount,Transaction Type,Category,Account Name,Month
2018-09-02 00:00:00,Amazon,109.83,debit,Shopping,Platinum Card,2018-09
2018-09-04 00:00:00,Credit Card Payment,687.29,credit,Credit Card Payment,Platinum Card,2018-09
2018-09-04 00:00:00,Credit Card Payment,687.29,debit,Credit Card Payment,Checking,2018-09
2018-09-04 00:00:00,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking,2018-09
2018-09-04 00:00:00,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-09
2018-09-07 00:00:00,Gas Company,30,debit,Utilities,Checking,2018-09
2018-09-09 00:00:00,Brewing Company,18,debit,Alcohol & Bars,Platinum Card,2018-09
2018-09-09 00:00:00,Spotify,10.69,debit,Music,Platinum Card,2018-09
2018-09-11 00:00:00,BP,38.86,debit,Gas & Fuel,Platinum Card,2018-09
2018-09-11 00:00:00,Grocery Store,7.87,debit,Groceries,Platinum Card,2018-09
2018-09-12 00:00:00,Grocery Store,47.16,debit,Groceries,Platinum Card,2018-09
2018-09-12 00:00:00,Phone Company,89.4,debit,Mobile Phone,Checking,2018-09
2018-09-13 00:00:00,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-09
2018-09-14 00:00:00,Credit Card Payment,134.34,credit,Credit Card Payment,Platinum Card,2018-09
2018-09-14 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-09
2018-09-17 00:00:00,Grocery Store,10.17,debit,Groceries,Platinum Card,2018-09
2018-09-17 00:00:00,Grocery Store,8.8,debit,Groceries,Platinum Card,2018-09
2018-09-17 00:00:00,City Water Charges,35,debit,Utilities,Checking,2018-09
2018-09-18 00:00:00,Grocery Store,4.32,debit,Groceries,Platinum Card,2018-09
2018-09-18 00:00:00,Power Company,60,debit,Utilities,Checking,2018-09
2018-09-19 00:00:00,State Farm,75,debit,Auto Insurance,Checking,2018-09
2018-09-19 00:00:00,Barbershop,30,debit,Haircut,Platinum Card,2018-09
2018-09-20 00:00:00,Amazon,47.38,debit,Shopping,Platinum Card,2018-09
2018-09-22 00:00:00,Hardware Store,69.4,debit,Home Improvement,Platinum Card,2018-09
2018-09-22 00:00:00,Hardware Store,6.83,debit,Home Improvement,Platinum Card,2018-09
2018-09-25 00:00:00,Internet Service Provider,74.99,debit,Internet,Checking,2018-09
2018-09-25 00:00:00,Sushi Restaurant,48.64,debit,Restaurants,Silver Card,2018-09
2018-09-26 00:00:00,Starbucks,5,debit,Coffee Shops,Platinum Card,2018-09
2018-09-26 00:00:00,Exxon,38,debit,Gas & Fuel,Silver Card,2018-09
2018-09-27 00:00:00,Valero,40.71,debit,Gas & Fuel,Platinum Card,2018-09
2018-09-28 00:00:00,Credit Card Payment,128.12,credit,Credit Card Payment,Silver Card,2018-09
2018-09-28 00:00:00,Credit Card Payment,284.96,credit,Credit Card Payment,Platinum Card,2018-09
2018-09-28 00:00:00,Credit Card Payment,284.96,debit,Credit Card Payment,Checking,2018-09
2018-09-28 00:00:00,Grocery Store,13.36,debit,Groceries,Platinum Card,2018-09
2018-09-28 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-09
2018-09-29 00:00:00,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,2018-09
2018-09-29 00:00:00,German Restaurant,46.7,debit,Restaurants,Platinum Card,2018-09
2018-10-01 00:00:00,Starbucks,3,debit,Coffee Shops,Platinum Card,2018-10
2018-10-01 00:00:00,Credit Card Payment,128.12,debit,Credit Card Payment,Checking,2018-10
2018-10-01 00:00:00,Grocery Store,15.66,debit,Groceries,Platinum Card,2018-10
2018-10-01 00:00:00,Amazon,13.13,debit,Shopping,Platinum Card,2018-10
2018-10-02 00:00:00,Credit Card Payment,124.03,credit,Credit Card Payment,Platinum Card,2018-10
2018-10-02 00:00:00,Credit Card Payment,124.03,debit,Credit Card Payment,Checking,2018-10
2018-10-02 00:00:00,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,2018-10
2018-10-04 00:00:00,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-10
2018-10-06 00:00:00,American Tavern,27,debit,Restaurants,Silver Card,2018-10
2018-10-08 00:00:00,Shell,38.06,debit,Gas & Fuel,Silver Card,2018-10
2018-10-08 00:00:00,Hardware Store,80.65,debit,Home Improvement,Silver Card,2018-10
2018-10-08 00:00:00,Hardware Store,31.2,debit,Home Improvement,Silver Card,2018-10
2018-10-09 00:00:00,Spotify,10.69,debit,Music,Platinum Card,2018-10
2018-10-09 00:00:00,Amazon,19.98,debit,Shopping,Platinum Card,2018-10
2018-10-09 00:00:00,Gas Company,30,debit,Utilities,Checking,2018-10
2018-10-10 00:00:00,Grocery Store,53.68,debit,Groceries,Silver Card,2018-10
2018-10-11 00:00:00,Phone Company,89.4,debit,Mobile Phone,Checking,2018-10
2018-10-12 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-10
2018-10-16 00:00:00,Power Company,60,debit,Utilities,Checking,2018-10
2018-10-17 00:00:00,City Water Charges,35,debit,Utilities,Checking,2018-10
2018-10-18 00:00:00,State Farm,75,debit,Auto Insurance,Checking,2018-10
2018-10-18 00:00:00,Grocery Store,33.55,debit,Groceries,Platinum Card,2018-10
2018-10-18 00:00:00,Hardware Store,45.24,debit,Home Improvement,Platinum Card,2018-10
2018-10-18 00:00:00,Brunch Restaurant,8,debit,Restaurants,Platinum Card,2018-10
2018-10-21 00:00:00,Credit Card Payment,544.37,credit,Credit Card Payment,Platinum Card,2018-10
2018-10-22 00:00:00,Credit Card Payment,353.83,credit,Credit Card Payment,Silver Card,2018-10
2018-10-22 00:00:00,Credit Card Payment,353.83,debit,Credit Card Payment,Checking,2018-10
2018-10-22 00:00:00,BP,34.66,debit,Gas & Fuel,Platinum Card,2018-10
2018-10-23 00:00:00,Grocery Store,7.57,debit,Groceries,Platinum Card,2018-10
2018-10-25 00:00:00,Internet Service Provider,74.99,debit,Internet,Checking,2018-10
2018-10-25 00:00:00,Amazon,29.98,debit,Shopping,Platinum Card,2018-10
2018-10-26 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-10
2018-10-27 00:00:00,American Tavern,25.4,debit,Restaurants,Silver Card,2018-10
2018-10-28 00:00:00,Brewing Company,12.71,debit,Alcohol & Bars,Platinum Card,2018-10
2018-10-28 00:00:00,Seafood Restaurant,14.75,debit,Food & Dining,Platinum Card,2018-10
2018-10-28 00:00:00,Grocery Store,92.49,debit,Groceries,Platinum Card,2018-10
2018-10-28 00:00:00,Italian Restaurant,54,debit,Restaurants,Platinum Card,2018-10
2018-10-31 00:00:00,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-10
2018-11-01 00:00:00,Amazon,13.13,debit,Shopping,Platinum Card,2018-11
2018-11-02 00:00:00,Credit Card Payment,262.51,credit,Credit Card Payment,Platinum Card,2018-11
2018-11-02 00:00:00,Credit Card Payment,262.51,debit,Credit Card Payment,Checking,2018-11
2018-11-02 00:00:00,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,2018-11
2018-11-03 00:00:00,Pizza Place,23.66,debit,Fast Food,Platinum Card,2018-11
2018-11-04 00:00:00,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-11
2018-11-05 00:00:00,Shell,36.51,debit,Gas & Fuel,Platinum Card,2018-11
2018-11-06 00:00:00,Amazon,53.95,debit,Shopping,Platinum Card,2018-11
2018-11-06 00:00:00,Gas Company,30,debit,Utilities,Checking,2018-11
2018-11-08 00:00:00,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-11
2018-11-09 00:00:00,Spotify,10.69,debit,Music,Platinum Card,2018-11
2018-11-09 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-11
2018-11-10 00:00:00,Brewing Company,27,debit,Alcohol & Bars,Platinum Card,2018-11
2018-11-10 00:00:00,Chick-Fil-A,14.19,debit,Fast Food,Platinum Card,2018-11
2018-11-10 00:00:00,Food Truck,24.4,debit,Groceries,Platinum Card,2018-11
2018-11-12 00:00:00,Grocery Store,10.18,debit,Groceries,Platinum Card,2018-11
2018-11-12 00:00:00,American Tavern,22.33,debit,Restaurants,Silver Card,2018-11
2018-11-13 00:00:00,Grocery Store,4.8,debit,Groceries,Platinum Card,2018-11
2018-11-13 00:00:00,Grocery Store,37.43,debit,Groceries,Platinum Card,2018-11
2018-11-13 00:00:00,Grocery Store,10.15,debit,Groceries,Platinum Card,2018-11
2018-11-13 00:00:00,Phone Company,89.54,debit,Mobile Phone,Checking,2018-11
2018-11-14 00:00:00,Power Company,60,debit,Utilities,Checking,2018-11
2018-11-16 00:00:00,City Water Charges,35,debit,Utilities,Checking,2018-11
2018-11-17 00:00:00,Brewing Company,22.8,debit,Alcohol & Bars,Platinum Card,2018-11
2018-11-17 00:00:00,Hardware Store,15.47,debit,Home Improvement,Platinum Card,2018-11
2018-11-17 00:00:00,Hardware Store,6.4,debit,Home Improvement,Platinum Card,2018-11
2018-11-17 00:00:00,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,2018-11
2018-11-19 00:00:00,Brewing Company,20,debit,Alcohol & Bars,Silver Card,2018-11
2018-11-19 00:00:00,QuikTrip,29.15,debit,Gas & Fuel,Silver Card,2018-11
2018-11-19 00:00:00,Hardware Store,10.02,debit,Home Improvement,Silver Card,2018-11
2018-11-20 00:00:00,State Farm,75,debit,Auto Insurance,Checking,2018-11
2018-11-20 00:00:00,Credit Card Payment,421.96,credit,Credit Card Payment,Platinum Card,2018-11
2018-11-21 00:00:00,Grocery Store,5.64,debit,Groceries,Silver Card,2018-11
2018-11-21 00:00:00,Hardware Store,37.41,debit,Home Improvement,Platinum Card,2018-11
2018-11-23 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-11
2018-11-26 00:00:00,American Tavern,16.8,debit,Alcohol & Bars,Silver Card,2018-11
2018-11-26 00:00:00,Internet Service Provider,74.99,debit,Internet,Checking,2018-11
2018-11-27 00:00:00,Movie Theater,17,debit,Movies & Dvds,Silver Card,2018-11
2018-11-27 00:00:00,American Tavern,28.4,debit,Restaurants,Silver Card,2018-11
2018-11-29 00:00:00,Credit Card Payment,582.99,credit,Credit Card Payment,Silver Card,2018-11
2018-11-29 00:00:00,Credit Card Payment,751.5,credit,Credit Card Payment,Platinum Card,2018-11
2018-11-30 00:00:00,Credit Card Payment,582.99,debit,Credit Card Payment,Checking,2018-11
2018-11-30 00:00:00,Grocery Store,6.27,debit,Groceries,Silver Card,2018-11
2018-12-01 00:00:00,Grocery Store,5.64,debit,Groceries,Silver Card,2018-12
2018-12-01 00:00:00,Brunch Restaurant,8,debit,Restaurants,Silver Card,2018-12
2018-12-01 00:00:00,Amazon,13.13,debit,Shopping,Platinum Card,2018-12
2018-12-03 00:00:00,BP,30.03,debit,Gas & Fuel,Silver Card,2018-12
2018-12-03 00:00:00,Grocery Store,148.15,debit,Groceries,Silver Card,2018-12
2018-12-03 00:00:00,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,2018-12
2018-12-04 00:00:00,Starbucks,3,debit,Coffee Shops,Silver Card,2018-12
2018-12-04 00:00:00,Latin Restaurant,20.65,debit,Fast Food,Platinum Card,2018-12
2018-12-04 00:00:00,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-12
2018-12-06 00:00:00,Grocery Store,21.38,debit,Groceries,Platinum Card,2018-12
2018-12-06 00:00:00,Grocery Store,13.48,debit,Groceries,Platinum Card,2018-12
2018-12-06 00:00:00,Gas Company,40,debit,Utilities,Checking,2018-12
2018-12-07 00:00:00,Barbershop,30,debit,Haircut,Platinum Card,2018-12
2018-12-07 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-12
2018-12-08 00:00:00,Grocery Store,12.64,debit,Groceries,Platinum Card,2018-12
2018-12-09 00:00:00,Spotify,10.69,debit,Music,Platinum Card,2018-12
2018-12-11 00:00:00,Brunch Restaurant,10.29,debit,Restaurants,Platinum Card,2018-12
2018-12-12 00:00:00,Phone Company,89.54,debit,Mobile Phone,Checking,2018-12
2018-12-13 00:00:00,Thai Restaurant,27,debit,Restaurants,Silver Card,2018-12
2018-12-14 00:00:00,Grocery Store,21.39,debit,Groceries,Silver Card,2018-12
2018-12-14 00:00:00,Hardware Store,17.1,debit,Home Improvement,Silver Card,2018-12
2018-12-14 00:00:00,Power Company,60,debit,Utilities,Checking,2018-12
2018-12-17 00:00:00,American Tavern,63,debit,Food & Dining,Silver Card,2018-12
2018-12-17 00:00:00,BP,20.01,debit,Gas & Fuel,Silver Card,2018-12
2018-12-17 00:00:00,City Water Charges,35,debit,Utilities,Checking,2018-12
2018-12-18 00:00:00,Starbucks,3,debit,Coffee Shops,Silver Card,2018-12
2018-12-18 00:00:00,Credit Card Payment,311.02,credit,Credit Card Payment,Platinum Card,2018-12
2018-12-18 00:00:00,Credit Card Payment,311.02,debit,Credit Card Payment,Checking,2018-12
2018-12-18 00:00:00,Fancy Restaurant,56.52,debit,Restaurants,Silver Card,2018-12
2018-12-18 00:00:00,Amazon,49.99,debit,Shopping,Platinum Card,2018-12
2018-12-18 00:00:00,Amazon,41.72,debit,Shopping,Platinum Card,2018-12
2018-12-18 00:00:00,Amazon,24.3,debit,Shopping,Platinum Card,2018-12
2018-12-19 00:00:00,State Farm,75,debit,Auto Insurance,Checking,2018-12
2018-12-19 00:00:00,Amazon,43.01,debit,Shopping,Platinum Card,2018-12
2018-12-20 00:00:00,Credit Card Payment,464.03,credit,Credit Card Payment,Silver Card,2018-12
2018-12-20 00:00:00,Shell,30.38,debit,Gas & Fuel,Silver Card,2018-12
2018-12-21 00:00:00,Credit Card Payment,464.03,debit,Credit Card Payment,Checking,2018-12
2018-12-21 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-12
2018-12-22 00:00:00,New York Deli,21.38,debit,Fast Food,Platinum Card,2018-12
2018-12-22 00:00:00,Hardware Store,22.14,debit,Home Improvement,Platinum Card,2018-12
2018-12-23 00:00:00,Hardware Store,28,debit,Home Improvement,Platinum Card,2018-12
2018-12-24 00:00:00,Hardware Store,38.4,debit,Home Improvement,Platinum Card,2018-12
2018-12-26 00:00:00,Chick-Fil-A,56.07,debit,Fast Food,Platinum Card,2018-12
2018-12-26 00:00:00,Shell,32.47,debit,Gas & Fuel,Platinum Card,2018-12
2018-12-26 00:00:00,Shell,7.48,debit,Gas & Fuel,Platinum Card,2018-12
2018-12-26 00:00:00,Internet Service Provider,75.99,debit,Internet,Checking,2018-12
2018-12-26 00:00:00,Amazon,44.99,debit,Shopping,Platinum Card,2018-12
2018-12-28 00:00:00,Brewing Company,12,debit,Alcohol & Bars,Silver Card,2018-12
2018-12-29 00:00:00,Brewing Company,14,debit,Alcohol & Bars,Silver Card,2018-12
2018-12-29 00:00:00,Credit Card Payment,860.05,credit,Credit Card Payment,Platinum Card,2018-12
2018-12-29 00:00:00,Grocery Store,55.04,debit,Groceries,Silver Card,2018-12
2019-01-01 00:00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-01
2019-01-02 00:00:00,Credit Card Payment,499.6,debit,Credit Card Payment,Checking,2019-01
2019-01-03 00:00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-01
2019-01-03 00:00:00,Amazon,42.1,debit,Shopping,Platinum Card,2019-01
2019-01-04 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-01
2019-01-05 00:00:00,American Tavern,23.49,debit,Restaurants,Platinum Card,2019-01
2019-01-08 00:00:00,Gas Company,45,debit,Utilities,Checking,2019-01
2019-01-09 00:00:00,Credit Card Payment,491.45,credit,Credit Card Payment,Platinum Card,2019-01
2019-01-09 00:00:00,Credit Card Payment,491.45,debit,Credit Card Payment,Checking,2019-01
2019-01-09 00:00:00,Credit Card Payment,281.84,debit,Credit Card Payment,Checking,2019-01
2019-01-09 00:00:00,Spotify,10.69,debit,Music,Platinum Card,2019-01
2019-01-10 00:00:00,Grocery Store,58.79,debit,Groceries,Silver Card,2019-01
2019-01-10 00:00:00,Barbershop,30,debit,Haircut,Silver Card,2019-01
2019-01-10 00:00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-01
2019-01-14 00:00:00,Shell,28.92,debit,Gas & Fuel,Silver Card,2019-01
2019-01-15 00:00:00,Grocery Store,6.06,debit,Groceries,Silver Card,2019-01
2019-01-16 00:00:00,City Water Charges,35,debit,Utilities,Checking,2019-01
2019-01-16 00:00:00,Power Company,60,debit,Utilities,Checking,2019-01
2019-01-18 00:00:00,State Farm,75,debit,Auto Insurance,Checking,2019-01
2019-01-18 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-01
2019-01-21 00:00:00,Credit Card Payment,277.99,credit,Credit Card Payment,Silver Card,2019-01
2019-01-22 00:00:00,Credit Card Payment,277.99,debit,Credit Card Payment,Checking,2019-01
2019-01-24 00:00:00,Grocery Store,21.06,debit,Groceries,Silver Card,2019-01
2019-01-24 00:00:00,Amazon,11.7,debit,Shopping,Platinum Card,2019-01
2019-01-24 00:00:00,Amazon,4.21,debit,Shopping,Platinum Card,2019-01
2019-01-25 00:00:00,Internet Service Provider,75,debit,Internet,Checking,2019-01
2019-01-31 00:00:00,Credit Card Payment,1900,debit,Credit Card Payment,Checking,2019-01
2019-01-31 00:00:00,Shell,31.32,debit,Gas & Fuel,Silver Card,2019-01
2019-02-01 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-02
2019-02-01 00:00:00,Roadside Diner,9.47,debit,Restaurants,Silver Card,2019-02
2019-02-01 00:00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-02
2019-02-04 00:00:00,Hardware Store,86.97,debit,Home Improvement,Silver Card,2019-02
2019-02-04 00:00:00,Netflix,11.76,debit,Television,Platinum Card,2019-02
2019-02-05 00:00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-02
2019-02-07 00:00:00,Gas Company,65,debit,Utilities,Checking,2019-02
2019-02-08 00:00:00,Starbucks,3,debit,Coffee Shops,Platinum Card,2019-02
2019-02-08 00:00:00,Thai Restaurant,27.47,debit,Restaurants,Platinum Card,2019-02
2019-02-09 00:00:00,Spotify,10.69,debit,Music,Platinum Card,2019-02
2019-02-11 00:00:00,Starbucks,3,debit,Coffee Shops,Platinum Card,2019-02
2019-02-11 00:00:00,Credit Card Payment,133.95,debit,Credit Card Payment,Checking,2019-02
2019-02-11 00:00:00,BP,24.01,debit,Gas & Fuel,Platinum Card,2019-02
2019-02-12 00:00:00,Grocery Store,30.54,debit,Groceries,Platinum Card,2019-02
2019-02-12 00:00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-02
2019-02-13 00:00:00,Grocery Store,8.21,debit,Groceries,Platinum Card,2019-02
2019-02-15 00:00:00,Credit Card Payment,207.47,credit,Credit Card Payment,Platinum Card,2019-02
2019-02-15 00:00:00,Credit Card Payment,207.47,debit,Credit Card Payment,Checking,2019-02
2019-02-15 00:00:00,Grocery Store,4.59,debit,Groceries,Platinum Card,2019-02
2019-02-15 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-02
2019-02-15 00:00:00,Power Company,60,debit,Utilities,Checking,2019-02
2019-02-16 00:00:00,Brewing Company,8,debit,Alcohol & Bars,Platinum Card,2019-02
2019-02-16 00:00:00,American Tavern,32.75,debit,Restaurants,Platinum Card,2019-02
2019-02-16 00:00:00,Amazon,37.45,debit,Shopping,Platinum Card,2019-02
2019-02-19 00:00:00,Credit Card Payment,574.84,debit,Credit Card Payment,Checking,2019-02
2019-02-19 00:00:00,City Water Charges,35,debit,Utilities,Checking,2019-02
2019-02-20 00:00:00,State Farm,75,debit,Auto Insurance,Checking,2019-02
2019-02-20 00:00:00,Credit Card Payment,292.54,credit,Credit Card Payment,Silver Card,2019-02
2019-02-20 00:00:00,Barbershop,30,debit,Haircut,Platinum Card,2019-02
2019-02-21 00:00:00,Credit Card Payment,292.54,debit,Credit Card Payment,Checking,2019-02
2019-02-21 00:00:00,Grocery Store,46.96,debit,Groceries,Silver Card,2019-02
2019-02-25 00:00:00,BP,33.8,debit,Gas & Fuel,Silver Card,2019-02
2019-02-25 00:00:00,Internet Service Provider,75,debit,Internet,Checking,2019-02
2019-02-27 00:00:00,Roadside Diner,25.77,debit,Restaurants,Silver Card,2019-02
2019-02-28 00:00:00,Grocery Store,32.07,debit,Groceries,Silver Card,2019-02
2019-03-01 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-03
2019-03-01 00:00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-03
2019-03-04 00:00:00,Grocery Store,92.04,debit,Groceries,Silver Card,2019-03
2019-03-04 00:00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-03
2019-03-04 00:00:00,Netflix,11.76,debit,Television,Platinum Card,2019-03
2019-03-05 00:00:00,Fancy Restaurant,7,debit,Restaurants,Silver Card,2019-03
2019-03-06 00:00:00,Credit Card Payment,491.86,debit,Credit Card Payment,Checking,2019-03
2019-03-08 00:00:00,BP,34.08,debit,Gas & Fuel,Platinum Card,2019-03
2019-03-08 00:00:00,Amazon,27.17,debit,Shopping,Platinum Card,2019-03
2019-03-08 00:00:00,Gas Company,49,debit,Utilities,Checking,2019-03
2019-03-09 00:00:00,Spotify,10.69,debit,Music,Platinum Card,2019-03
2019-03-12 00:00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-03
2019-03-12 00:00:00,Bakery Place,3.02,debit,Restaurants,Platinum Card,2019-03
2019-03-13 00:00:00,Credit Card Payment,532.86,credit,Credit Card Payment,Platinum Card,2019-03
2019-03-13 00:00:00,Credit Card Payment,301.79,credit,Credit Card Payment,Silver Card,2019-03
2019-03-14 00:00:00,Credit Card Payment,305.27,debit,Credit Card Payment,Checking,2019-03
2019-03-14 00:00:00,Credit Card Payment,301.79,debit,Credit Card Payment,Checking,2019-03
2019-03-14 00:00:00,Brunch Restaurant,8,debit,Restaurants,Platinum Card,2019-03
2019-03-15 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-03
2019-03-15 00:00:00,Power Company,60,debit,Utilities,Checking,2019-03
2019-03-18 00:00:00,Best Buy,320.99,debit,Electronics & Software,Platinum Card,2019-03
2019-03-18 00:00:00,Grocery Store,16.23,debit,Groceries,Platinum Card,2019-03
2019-03-19 00:00:00,Amazon,13.84,debit,Shopping,Platinum Card,2019-03
2019-03-19 00:00:00,City Water Charges,35,debit,Utilities,Checking,2019-03
2019-03-20 00:00:00,State Farm,75,debit,Auto Insurance,Checking,2019-03
2019-03-22 00:00:00,BP,37.51,debit,Gas & Fuel,Platinum Card,2019-03
2019-03-23 00:00:00,Starbucks,5.2,debit,Coffee Shops,Platinum Card,2019-03
2019-03-25 00:00:00,Internet Service Provider,75,debit,Internet,Checking,2019-03
2019-03-26 00:00:00,Amazon,16.04,debit,Shopping,Platinum Card,2019-03
2019-03-27 00:00:00,Brewing Company,49.63,debit,Alcohol & Bars,Platinum Card,2019-03
2019-03-27 00:00:00,Grocery Store,4.46,debit,Groceries,Platinum Card,2019-03
2019-03-29 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-03
2019-03-30 00:00:00,Starbucks,12.84,debit,Coffee Shops,Platinum Card,2019-03
2019-03-31 00:00:00,Credit Card Payment,957.6,credit,Credit Card Payment,Platinum Card,2019-03
2019-04-01 00:00:00,Credit Card Payment,1552.65,debit,Credit Card Payment,Checking,2019-04
2019-04-01 00:00:00,Credit Card Payment,600.51,credit,Credit Card Payment,Platinum Card,2019-04
2019-04-01 00:00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-04
2019-04-02 00:00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-04
2019-04-04 00:00:00,Grocery Store,5.64,debit,Groceries,Platinum Card,2019-04
2019-04-04 00:00:00,Amazon,35.9,debit,Shopping,Platinum Card,2019-04
2019-04-04 00:00:00,Netflix,11.76,debit,Television,Platinum Card,2019-04
2019-04-06 00:00:00,Amazon,27.54,debit,Shopping,Platinum Card,2019-04
2019-04-08 00:00:00,Gas Company,30,debit,Utilities,Checking,2019-04
2019-04-09 00:00:00,Credit Card Payment,436.75,debit,Credit Card Payment,Checking,2019-04
2019-04-09 00:00:00,Grocery Store,10.7,debit,Groceries,Platinum Card,2019-04
2019-04-09 00:00:00,Barbershop,30,debit,Haircut,Platinum Card,2019-04
2019-04-09 00:00:00,Spotify,10.69,debit,Music,Platinum Card,2019-04
2019-04-10 00:00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-04
2019-04-12 00:00:00,Best Buy,44.93,debit,Electronics & Software,Silver Card,2019-04
2019-04-12 00:00:00,Grocery Store,41.34,debit,Groceries,Platinum Card,2019-04
2019-04-12 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-04
2019-04-13 00:00:00,QuikTrip,38.94,debit,Gas & Fuel,Platinum Card,2019-04
2019-04-13 00:00:00,Grocery Store,16.87,debit,Groceries,Platinum Card,2019-04
2019-04-13 00:00:00,Vietnamese Restaurant,20.64,debit,Restaurants,Platinum Card,2019-04
2019-04-15 00:00:00,Power Company,60,debit,Utilities,Checking,2019-04
2019-04-16 00:00:00,City Water Charges,35,debit,Utilities,Checking,2019-04
2019-04-18 00:00:00,State Farm,75,debit,Auto Insurance,Checking,2019-04
2019-04-18 00:00:00,Credit Card Payment,604.32,credit,Credit Card Payment,Silver Card,2019-04
2019-04-18 00:00:00,Credit Card Payment,458.1,credit,Credit Card Payment,Platinum Card,2019-04
2019-04-19 00:00:00,Credit Card Payment,604.32,debit,Credit Card Payment,Checking,2019-04
2019-04-19 00:00:00,Grocery Store,10.89,debit,Groceries,Platinum Card,2019-04
2019-04-22 00:00:00,Brewing Company,14.4,debit,Alcohol & Bars,Silver Card,2019-04
2019-04-22 00:00:00,Greek Restaurant,64.52,debit,Restaurants,Silver Card,2019-04
2019-04-23 00:00:00,Hardware Store,29.56,debit,Home Improvement,Silver Card,2019-04
2019-04-25 00:00:00,Internet Service Provider,75,debit,Internet,Checking,2019-04
2019-04-26 00:00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-04
2019-04-27 00:00:00,Brewing Company,40,debit,Alcohol & Bars,Platinum Card,2019-04
2019-04-27 00:00:00,Credit Card Payment,268.96,credit,Credit Card Payment,Silver Card,2019-04
2019-04-27 00:00:00,American Tavern,14.74,debit,Restaurants,Silver Card,2019-04
2019-04-29 00:00:00,Credit Card Payment,268.96,debit,Credit Card Payment,Checking,2019-04
2019-04-29 00:00:00,Grocery Store,5.64,debit,Groceries,Platinum Card,2019-04
2019-04-30 00:00:00,BP,39.08,debit,Gas & Fuel,Platinum Card,2019-04
2019-05-01 00:00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-05
2019-05-02 00:00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-05
2019-05-03 00:00:00,Credit Card Payment,758.07,debit,Credit Card Payment,Checking,2019-05
2019-05-04 00:00:00,Netflix,13.9,debit,Television,Platinum Card,2019-05
2019-05-06 00:00:00,Amazon,16.94,debit,Shopping,Platinum Card,2019-05
2019-05-07 00:00:00,Amazon,38.56,debit,Shopping,Platinum Card,2019-05
2019-05-09 00:00:00,Best Buy,331.69,debit,Electronics & Software,Platinum Card,2019-05
2019-05-09 00:00:00,Spotify,10.69,debit,Music,Platinum Card,2019-05
2019-05-09 00:00:00,Target,3.2,debit,Shopping,Platinum Card,2019-05
2019-05-09 00:00:00,Gas Company,30,debit,Utilities,Checking,2019-05
2019-05-10 00:00:00,Best Buy,21.39,debit,Electronics & Software,Silver Card,2019-05
2019-05-10 00:00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-05
